"fonte"	"formulario"	"numero_label"	"variavel"	"idV"	"resposta"	"tipo_questao"	"descricao"	"obsV"	"numero_pagina"	"limite_caracteres"	"palavras_chave"	"respostas_ilimitadas"	"texto_orientacao"
"1639"	"3.4.4"	"1.7"	"v9172"	"E-mail:"	"E-mail"	"E-mail"	"Informe o e-mail para contato com responsável pelo Bando de Alimentos."	""	"1"	"50"	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"1.8"	"v9173"	"Página da internet (site):"	"Campo aberto"	"Campo aberto"	"Caso exista, informe o endereço do website com informações sobre o Banco de Alimentos.."	""	"1"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2"	"v9174"	"Qual a situação atual do Banco de Alimentos?"	"Em funcionamento ou Em construção ou Paralisad"	"Radio"	"Selecione a opção que informa qual é a situação atual do Banco de Alimentos."	"Se resposta 1 (Em funcionamento), abrir de 2.1(v14322); ### Abrir também questões 3, 4, 5, 6 7 , 8, 9 e 10. ###  ### Se resposta 2 (em construção), abrir de 2.2 [v9188] e 2.2.1 [v9189]; ###  ### Se resposta 3 (paralisado), abrir de 2.3 [v9190] e 2.3.1 [v9191]; ### Abrir também questões 3, 4, 5, 6 7 , 8, 9 e 10. ### Abrir também questões 3, 4, 5, 6 7 , 8, 9 e 10."	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.1"	"v14322_1"	"O Banco de Alimentos foi construído com quais fontes de financiamento?"	"Com recursos do município"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.1"	"v14322_2"	"O Banco de Alimentos foi construído com quais fontes de financiamento?"	"A partir de parceria e recursos do Estado"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.1"	"v14322_3"	"O Banco de Alimentos foi construído com quais fontes de financiamento?"	"A partir de parceria e recursos da iniciativa privada"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.1"	"v14322_4"	"O Banco de Alimentos foi construído com quais fontes de financiamento?"	"A partir de parceria e recursos do Ministério da Cidadania"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.1"	"v14322_98"	"O Banco de Alimentos foi construído com quais fontes de financiamento?"	"Outra forma de financiamento"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.1"	"v14322_99"	"O Banco de Alimentos foi construído com quais fontes de financiamento?"	"Não sabe"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.1.1"	"v14324"	"Com qual outro recurso está sendo construído o Banco de Alimentos?"	"Campo aberto"	"Campo aberto"	"Informe que outra fonte de recursos está sendo utilizada para construção o Banco de Alimentos."	""	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.2"	"v9188_1"	"O Banco de Alimentos está sendo construído com quais recursos orçamentários?"	"Com recursos do município"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.2"	"v9188_2"	"O Banco de Alimentos está sendo construído com quais recursos orçamentários?"	"A partir de parceria e recursos do Estado"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.2"	"v9188_3"	"O Banco de Alimentos está sendo construído com quais recursos orçamentários?"	"A partir de parceria e recursos da iniciativa privada"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.2"	"v9188_4"	"O Banco de Alimentos está sendo construído com quais recursos orçamentários?"	"A partir de parceria e recursos do Ministério da Cidadania"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.2"	"v9188_98"	"O Banco de Alimentos está sendo construído com quais recursos orçamentários?"	"Outra forma de financiamento"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.2"	"v9188_99"	"O Banco de Alimentos está sendo construído com quais recursos orçamentários?"	"Não sabe"	"Checkbox"	"Caso o EPSAN já tenha sido contruído, selecionar as opções que correspondem às fontes de recursos utilizadas para construção do Banco de Alimentos."	"Se a resposta 98, abrir variável 2.1.1 [v9189]"	"2"	""	"Gestão, Sisan, Equipamentos públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.2.1"	"v9189"	"Com qual outro recurso está sendo construído o Banco de Alimentos?"	"Campo aberto"	"Campo aberto"	"Informe que outra fonte de recursos está sendo utilizada para construção o Banco de Alimentos."	""	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.3"	"v9190_1"	"Qual o motivo da paralisação dos serviços do Banco de Alimentos?"	"Para realização de obras e reformas"	"Checkbox"	"Indicar se o motivo da paralisação dos serviços do Banco de Alimentos foi, ou para realização de obras e reformas, ou por embargo pela vigilância sanitária, ou por embargo por órgão de urbanismo/arquitetura da prefeitura/gestão local, ou por falta de capacidade técnica para operar, ou por embargo por motivos judiciais, ou por falta de de utilidade, ou por falta de recursos para o custeio e manutenção, ou por opção da Gestão Municipal, ou por outro motivo. ###  ### - Embargo de Banco de Alimentos pela Agência Nacional de Vigilância Sanitária - ANVISA: ### "Interdição parcial ou total de estabelecimento, seções, dependências, obras, veículos, utensílios, recipientes, máquinas, produtos e equipamentos" (1), que infrinjam as exigências sanitárias dispostas na legislação Sanitária para estabelecimentos de estocagem de alimentos. "Aplicada a penalidade de interdição, essa vigerá até que o infrator cumpra as medidas exigidas pela legislação sanitária, solicite a realização de nova inspeção sanitária e que a autoridade julgadora se manifeste sobre o pleito de desinterdição de maneira fundamentada" (1). ###  ### - Embargo de Banco de Alimentos por órgão de urbanismo/arquitetura da prefeitura/gestão local: ### Interdição de edificações que infrinjam as exigências dispostas na legislação ou código de edificação de obras da prefeitura ou gestão local. Essas exigências objetivam estabelecer padrões de qualidade dos espaços edificados, visando segurança, conforto, higiene e saúde dos usuários e demais cidadãos. ###  ### - Embargo de Banco de Alimentos por motivos judiciais: ### Interdição ou proibição de funcionamento do estabelecimento por motivos de ordem Judicial.  ###  ###  ### Referências Bibliográficas ### (1)- Agência Nacional de Vigilância Sanitária - ANVISA. Instrumentos Legais de Vigilância Sanitária. Disponível em: http://portal.anvisa.gov.br/wps/wcm/connect/eb49a800474595779d6ddd3fbc4c6735/Instrumentos+Legais+de+Vigilancia+Sanitaria.pdf?MOD=AJPERES"	"Se a resposta 98, abrir variável 2.1.1 [v9191]"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.3"	"v9190_2"	"Qual o motivo da paralisação dos serviços do Banco de Alimentos?"	"Foi embargado pela vigilância sanitária"	"Checkbox"	"Indicar se o motivo da paralisação dos serviços do Banco de Alimentos foi, ou para realização de obras e reformas, ou por embargo pela vigilância sanitária, ou por embargo por órgão de urbanismo/arquitetura da prefeitura/gestão local, ou por falta de capacidade técnica para operar, ou por embargo por motivos judiciais, ou por falta de de utilidade, ou por falta de recursos para o custeio e manutenção, ou por opção da Gestão Municipal, ou por outro motivo. ###  ### - Embargo de Banco de Alimentos pela Agência Nacional de Vigilância Sanitária - ANVISA: ### "Interdição parcial ou total de estabelecimento, seções, dependências, obras, veículos, utensílios, recipientes, máquinas, produtos e equipamentos" (1), que infrinjam as exigências sanitárias dispostas na legislação Sanitária para estabelecimentos de estocagem de alimentos. "Aplicada a penalidade de interdição, essa vigerá até que o infrator cumpra as medidas exigidas pela legislação sanitária, solicite a realização de nova inspeção sanitária e que a autoridade julgadora se manifeste sobre o pleito de desinterdição de maneira fundamentada" (1). ###  ### - Embargo de Banco de Alimentos por órgão de urbanismo/arquitetura da prefeitura/gestão local: ### Interdição de edificações que infrinjam as exigências dispostas na legislação ou código de edificação de obras da prefeitura ou gestão local. Essas exigências objetivam estabelecer padrões de qualidade dos espaços edificados, visando segurança, conforto, higiene e saúde dos usuários e demais cidadãos. ###  ### - Embargo de Banco de Alimentos por motivos judiciais: ### Interdição ou proibição de funcionamento do estabelecimento por motivos de ordem Judicial.  ###  ###  ### Referências Bibliográficas ### (1)- Agência Nacional de Vigilância Sanitária - ANVISA. Instrumentos Legais de Vigilância Sanitária. Disponível em: http://portal.anvisa.gov.br/wps/wcm/connect/eb49a800474595779d6ddd3fbc4c6735/Instrumentos+Legais+de+Vigilancia+Sanitaria.pdf?MOD=AJPERES"	"Se a resposta 98, abrir variável 2.1.1 [v9191]"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.3"	"v9190_3"	"Qual o motivo da paralisação dos serviços do Banco de Alimentos?"	"Foi embargado por órgão de urbanismo/arquitetura da prefeitura/gestão local"	"Checkbox"	"Indicar se o motivo da paralisação dos serviços do Banco de Alimentos foi, ou para realização de obras e reformas, ou por embargo pela vigilância sanitária, ou por embargo por órgão de urbanismo/arquitetura da prefeitura/gestão local, ou por falta de capacidade técnica para operar, ou por embargo por motivos judiciais, ou por falta de de utilidade, ou por falta de recursos para o custeio e manutenção, ou por opção da Gestão Municipal, ou por outro motivo. ###  ### - Embargo de Banco de Alimentos pela Agência Nacional de Vigilância Sanitária - ANVISA: ### "Interdição parcial ou total de estabelecimento, seções, dependências, obras, veículos, utensílios, recipientes, máquinas, produtos e equipamentos" (1), que infrinjam as exigências sanitárias dispostas na legislação Sanitária para estabelecimentos de estocagem de alimentos. "Aplicada a penalidade de interdição, essa vigerá até que o infrator cumpra as medidas exigidas pela legislação sanitária, solicite a realização de nova inspeção sanitária e que a autoridade julgadora se manifeste sobre o pleito de desinterdição de maneira fundamentada" (1). ###  ### - Embargo de Banco de Alimentos por órgão de urbanismo/arquitetura da prefeitura/gestão local: ### Interdição de edificações que infrinjam as exigências dispostas na legislação ou código de edificação de obras da prefeitura ou gestão local. Essas exigências objetivam estabelecer padrões de qualidade dos espaços edificados, visando segurança, conforto, higiene e saúde dos usuários e demais cidadãos. ###  ### - Embargo de Banco de Alimentos por motivos judiciais: ### Interdição ou proibição de funcionamento do estabelecimento por motivos de ordem Judicial.  ###  ###  ### Referências Bibliográficas ### (1)- Agência Nacional de Vigilância Sanitária - ANVISA. Instrumentos Legais de Vigilância Sanitária. Disponível em: http://portal.anvisa.gov.br/wps/wcm/connect/eb49a800474595779d6ddd3fbc4c6735/Instrumentos+Legais+de+Vigilancia+Sanitaria.pdf?MOD=AJPERES"	"Se a resposta 98, abrir variável 2.1.1 [v9191]"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.3"	"v9190_4"	"Qual o motivo da paralisação dos serviços do Banco de Alimentos?"	"Por falta de capacidade técnica para operar"	"Checkbox"	"Indicar se o motivo da paralisação dos serviços do Banco de Alimentos foi, ou para realização de obras e reformas, ou por embargo pela vigilância sanitária, ou por embargo por órgão de urbanismo/arquitetura da prefeitura/gestão local, ou por falta de capacidade técnica para operar, ou por embargo por motivos judiciais, ou por falta de de utilidade, ou por falta de recursos para o custeio e manutenção, ou por opção da Gestão Municipal, ou por outro motivo. ###  ### - Embargo de Banco de Alimentos pela Agência Nacional de Vigilância Sanitária - ANVISA: ### "Interdição parcial ou total de estabelecimento, seções, dependências, obras, veículos, utensílios, recipientes, máquinas, produtos e equipamentos" (1), que infrinjam as exigências sanitárias dispostas na legislação Sanitária para estabelecimentos de estocagem de alimentos. "Aplicada a penalidade de interdição, essa vigerá até que o infrator cumpra as medidas exigidas pela legislação sanitária, solicite a realização de nova inspeção sanitária e que a autoridade julgadora se manifeste sobre o pleito de desinterdição de maneira fundamentada" (1). ###  ### - Embargo de Banco de Alimentos por órgão de urbanismo/arquitetura da prefeitura/gestão local: ### Interdição de edificações que infrinjam as exigências dispostas na legislação ou código de edificação de obras da prefeitura ou gestão local. Essas exigências objetivam estabelecer padrões de qualidade dos espaços edificados, visando segurança, conforto, higiene e saúde dos usuários e demais cidadãos. ###  ### - Embargo de Banco de Alimentos por motivos judiciais: ### Interdição ou proibição de funcionamento do estabelecimento por motivos de ordem Judicial.  ###  ###  ### Referências Bibliográficas ### (1)- Agência Nacional de Vigilância Sanitária - ANVISA. Instrumentos Legais de Vigilância Sanitária. Disponível em: http://portal.anvisa.gov.br/wps/wcm/connect/eb49a800474595779d6ddd3fbc4c6735/Instrumentos+Legais+de+Vigilancia+Sanitaria.pdf?MOD=AJPERES"	"Se a resposta 98, abrir variável 2.1.1 [v9191]"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.3"	"v9190_5"	"Qual o motivo da paralisação dos serviços do Banco de Alimentos?"	"Foi embargado por motivos judiciais"	"Checkbox"	"Indicar se o motivo da paralisação dos serviços do Banco de Alimentos foi, ou para realização de obras e reformas, ou por embargo pela vigilância sanitária, ou por embargo por órgão de urbanismo/arquitetura da prefeitura/gestão local, ou por falta de capacidade técnica para operar, ou por embargo por motivos judiciais, ou por falta de de utilidade, ou por falta de recursos para o custeio e manutenção, ou por opção da Gestão Municipal, ou por outro motivo. ###  ### - Embargo de Banco de Alimentos pela Agência Nacional de Vigilância Sanitária - ANVISA: ### "Interdição parcial ou total de estabelecimento, seções, dependências, obras, veículos, utensílios, recipientes, máquinas, produtos e equipamentos" (1), que infrinjam as exigências sanitárias dispostas na legislação Sanitária para estabelecimentos de estocagem de alimentos. "Aplicada a penalidade de interdição, essa vigerá até que o infrator cumpra as medidas exigidas pela legislação sanitária, solicite a realização de nova inspeção sanitária e que a autoridade julgadora se manifeste sobre o pleito de desinterdição de maneira fundamentada" (1). ###  ### - Embargo de Banco de Alimentos por órgão de urbanismo/arquitetura da prefeitura/gestão local: ### Interdição de edificações que infrinjam as exigências dispostas na legislação ou código de edificação de obras da prefeitura ou gestão local. Essas exigências objetivam estabelecer padrões de qualidade dos espaços edificados, visando segurança, conforto, higiene e saúde dos usuários e demais cidadãos. ###  ### - Embargo de Banco de Alimentos por motivos judiciais: ### Interdição ou proibição de funcionamento do estabelecimento por motivos de ordem Judicial.  ###  ###  ### Referências Bibliográficas ### (1)- Agência Nacional de Vigilância Sanitária - ANVISA. Instrumentos Legais de Vigilância Sanitária. Disponível em: http://portal.anvisa.gov.br/wps/wcm/connect/eb49a800474595779d6ddd3fbc4c6735/Instrumentos+Legais+de+Vigilancia+Sanitaria.pdf?MOD=AJPERES"	"Se a resposta 98, abrir variável 2.1.1 [v9191]"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.3"	"v9190_6"	"Qual o motivo da paralisação dos serviços do Banco de Alimentos?"	"Por falta de utilidade"	"Checkbox"	"Indicar se o motivo da paralisação dos serviços do Banco de Alimentos foi, ou para realização de obras e reformas, ou por embargo pela vigilância sanitária, ou por embargo por órgão de urbanismo/arquitetura da prefeitura/gestão local, ou por falta de capacidade técnica para operar, ou por embargo por motivos judiciais, ou por falta de de utilidade, ou por falta de recursos para o custeio e manutenção, ou por opção da Gestão Municipal, ou por outro motivo. ###  ### - Embargo de Banco de Alimentos pela Agência Nacional de Vigilância Sanitária - ANVISA: ### "Interdição parcial ou total de estabelecimento, seções, dependências, obras, veículos, utensílios, recipientes, máquinas, produtos e equipamentos" (1), que infrinjam as exigências sanitárias dispostas na legislação Sanitária para estabelecimentos de estocagem de alimentos. "Aplicada a penalidade de interdição, essa vigerá até que o infrator cumpra as medidas exigidas pela legislação sanitária, solicite a realização de nova inspeção sanitária e que a autoridade julgadora se manifeste sobre o pleito de desinterdição de maneira fundamentada" (1). ###  ### - Embargo de Banco de Alimentos por órgão de urbanismo/arquitetura da prefeitura/gestão local: ### Interdição de edificações que infrinjam as exigências dispostas na legislação ou código de edificação de obras da prefeitura ou gestão local. Essas exigências objetivam estabelecer padrões de qualidade dos espaços edificados, visando segurança, conforto, higiene e saúde dos usuários e demais cidadãos. ###  ### - Embargo de Banco de Alimentos por motivos judiciais: ### Interdição ou proibição de funcionamento do estabelecimento por motivos de ordem Judicial.  ###  ###  ### Referências Bibliográficas ### (1)- Agência Nacional de Vigilância Sanitária - ANVISA. Instrumentos Legais de Vigilância Sanitária. Disponível em: http://portal.anvisa.gov.br/wps/wcm/connect/eb49a800474595779d6ddd3fbc4c6735/Instrumentos+Legais+de+Vigilancia+Sanitaria.pdf?MOD=AJPERES"	"Se a resposta 98, abrir variável 2.1.1 [v9191]"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.3"	"v9190_7"	"Qual o motivo da paralisação dos serviços do Banco de Alimentos?"	"Por falta de recursos para o custeio e manutenção"	"Checkbox"	"Indicar se o motivo da paralisação dos serviços do Banco de Alimentos foi, ou para realização de obras e reformas, ou por embargo pela vigilância sanitária, ou por embargo por órgão de urbanismo/arquitetura da prefeitura/gestão local, ou por falta de capacidade técnica para operar, ou por embargo por motivos judiciais, ou por falta de de utilidade, ou por falta de recursos para o custeio e manutenção, ou por opção da Gestão Municipal, ou por outro motivo. ###  ### - Embargo de Banco de Alimentos pela Agência Nacional de Vigilância Sanitária - ANVISA: ### "Interdição parcial ou total de estabelecimento, seções, dependências, obras, veículos, utensílios, recipientes, máquinas, produtos e equipamentos" (1), que infrinjam as exigências sanitárias dispostas na legislação Sanitária para estabelecimentos de estocagem de alimentos. "Aplicada a penalidade de interdição, essa vigerá até que o infrator cumpra as medidas exigidas pela legislação sanitária, solicite a realização de nova inspeção sanitária e que a autoridade julgadora se manifeste sobre o pleito de desinterdição de maneira fundamentada" (1). ###  ### - Embargo de Banco de Alimentos por órgão de urbanismo/arquitetura da prefeitura/gestão local: ### Interdição de edificações que infrinjam as exigências dispostas na legislação ou código de edificação de obras da prefeitura ou gestão local. Essas exigências objetivam estabelecer padrões de qualidade dos espaços edificados, visando segurança, conforto, higiene e saúde dos usuários e demais cidadãos. ###  ### - Embargo de Banco de Alimentos por motivos judiciais: ### Interdição ou proibição de funcionamento do estabelecimento por motivos de ordem Judicial.  ###  ###  ### Referências Bibliográficas ### (1)- Agência Nacional de Vigilância Sanitária - ANVISA. Instrumentos Legais de Vigilância Sanitária. Disponível em: http://portal.anvisa.gov.br/wps/wcm/connect/eb49a800474595779d6ddd3fbc4c6735/Instrumentos+Legais+de+Vigilancia+Sanitaria.pdf?MOD=AJPERES"	"Se a resposta 98, abrir variável 2.1.1 [v9191]"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.3"	"v9190_8"	"Qual o motivo da paralisação dos serviços do Banco de Alimentos?"	"Por opção da Gestão Municipal"	"Checkbox"	"Indicar se o motivo da paralisação dos serviços do Banco de Alimentos foi, ou para realização de obras e reformas, ou por embargo pela vigilância sanitária, ou por embargo por órgão de urbanismo/arquitetura da prefeitura/gestão local, ou por falta de capacidade técnica para operar, ou por embargo por motivos judiciais, ou por falta de de utilidade, ou por falta de recursos para o custeio e manutenção, ou por opção da Gestão Municipal, ou por outro motivo. ###  ### - Embargo de Banco de Alimentos pela Agência Nacional de Vigilância Sanitária - ANVISA: ### "Interdição parcial ou total de estabelecimento, seções, dependências, obras, veículos, utensílios, recipientes, máquinas, produtos e equipamentos" (1), que infrinjam as exigências sanitárias dispostas na legislação Sanitária para estabelecimentos de estocagem de alimentos. "Aplicada a penalidade de interdição, essa vigerá até que o infrator cumpra as medidas exigidas pela legislação sanitária, solicite a realização de nova inspeção sanitária e que a autoridade julgadora se manifeste sobre o pleito de desinterdição de maneira fundamentada" (1). ###  ### - Embargo de Banco de Alimentos por órgão de urbanismo/arquitetura da prefeitura/gestão local: ### Interdição de edificações que infrinjam as exigências dispostas na legislação ou código de edificação de obras da prefeitura ou gestão local. Essas exigências objetivam estabelecer padrões de qualidade dos espaços edificados, visando segurança, conforto, higiene e saúde dos usuários e demais cidadãos. ###  ### - Embargo de Banco de Alimentos por motivos judiciais: ### Interdição ou proibição de funcionamento do estabelecimento por motivos de ordem Judicial.  ###  ###  ### Referências Bibliográficas ### (1)- Agência Nacional de Vigilância Sanitária - ANVISA. Instrumentos Legais de Vigilância Sanitária. Disponível em: http://portal.anvisa.gov.br/wps/wcm/connect/eb49a800474595779d6ddd3fbc4c6735/Instrumentos+Legais+de+Vigilancia+Sanitaria.pdf?MOD=AJPERES"	"Se a resposta 98, abrir variável 2.1.1 [v9191]"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
"1639"	"3.4.4"	"2.3"	"v9190_98"	"Qual o motivo da paralisação dos serviços do Banco de Alimentos?"	"Por outro motivo"	"Checkbox"	"Indicar se o motivo da paralisação dos serviços do Banco de Alimentos foi, ou para realização de obras e reformas, ou por embargo pela vigilância sanitária, ou por embargo por órgão de urbanismo/arquitetura da prefeitura/gestão local, ou por falta de capacidade técnica para operar, ou por embargo por motivos judiciais, ou por falta de de utilidade, ou por falta de recursos para o custeio e manutenção, ou por opção da Gestão Municipal, ou por outro motivo. ###  ### - Embargo de Banco de Alimentos pela Agência Nacional de Vigilância Sanitária - ANVISA: ### "Interdição parcial ou total de estabelecimento, seções, dependências, obras, veículos, utensílios, recipientes, máquinas, produtos e equipamentos" (1), que infrinjam as exigências sanitárias dispostas na legislação Sanitária para estabelecimentos de estocagem de alimentos. "Aplicada a penalidade de interdição, essa vigerá até que o infrator cumpra as medidas exigidas pela legislação sanitária, solicite a realização de nova inspeção sanitária e que a autoridade julgadora se manifeste sobre o pleito de desinterdição de maneira fundamentada" (1). ###  ### - Embargo de Banco de Alimentos por órgão de urbanismo/arquitetura da prefeitura/gestão local: ### Interdição de edificações que infrinjam as exigências dispostas na legislação ou código de edificação de obras da prefeitura ou gestão local. Essas exigências objetivam estabelecer padrões de qualidade dos espaços edificados, visando segurança, conforto, higiene e saúde dos usuários e demais cidadãos. ###  ### - Embargo de Banco de Alimentos por motivos judiciais: ### Interdição ou proibição de funcionamento do estabelecimento por motivos de ordem Judicial.  ###  ###  ### Referências Bibliográficas ### (1)- Agência Nacional de Vigilância Sanitária - ANVISA. Instrumentos Legais de Vigilância Sanitária. Disponível em: http://portal.anvisa.gov.br/wps/wcm/connect/eb49a800474595779d6ddd3fbc4c6735/Instrumentos+Legais+de+Vigilancia+Sanitaria.pdf?MOD=AJPERES"	"Se a resposta 98, abrir variável 2.1.1 [v9191]"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, banco de alimentos"	""	""
