"fonte"	"formulario"	"numero_label"	"variavel"	"idV"	"resposta"	"tipo_questao"	"descricao"	"obsV"	"numero_pagina"	"limite_caracteres"	"palavras_chave"	"respostas_ilimitadas"	"texto_orientacao"
"1637"	"3.4.2"	"1.6"	"v9109"	"Estado (UF):"	"Somente texto"	"Somente texto"	"Apresentar o endereço do restaurante popular identificado na questão 1."	""	"1"	"2"	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"1.7"	"v9113"	"Telefone:"	"Telefone"	"Telefone"	"Telefone do Restaurante Popular com DDD."	""	"1"	"9"	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"1.8"	"v9114"	"E-mail:"	"E-mail"	"E-mail"	"Informe o e-mail do Restaurante Popular ou do responsável administrativo."	""	"1"	"50"	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"1.9"	"v9115"	"Página da internet (site):"	"Campo aberto"	"Campo aberto"	"Caso exista, informe o endereço do website do Restaurante Popular ou com informações sobre o EPSAN."	""	"1"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2"	"v9116"	"Qual a situação do Equipamento?"	"Em funcionamento ou Em construção ou Paralisad"	"Radio"	"Informar a situação atual do Restaurante Popular."	"Se resposta 1, abrir de 10.1 a 10.9 ### Se resposta 2, abrir 10.10 ### Se resposta 3, abrir 10.11"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.1"	"v9132_1"	"O Restaurante Popular foi construído com quais recursos orçamentários?"	"Com recursos do município"	"Checkbox"	"Informe quais foram as fontes de financiamento que viabilizaram a construção do Restaurante Popular."	"Se resposta 5, abrir 10.1.1"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.1"	"v9132_2"	"O Restaurante Popular foi construído com quais recursos orçamentários?"	"A partir de parceria e recursos do Estado"	"Checkbox"	"Informe quais foram as fontes de financiamento que viabilizaram a construção do Restaurante Popular."	"Se resposta 5, abrir 10.1.1"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.1"	"v9132_3"	"O Restaurante Popular foi construído com quais recursos orçamentários?"	"A partir de parceria e recursos da iniciativa privada"	"Checkbox"	"Informe quais foram as fontes de financiamento que viabilizaram a construção do Restaurante Popular."	"Se resposta 5, abrir 10.1.1"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.1"	"v9132_4"	"O Restaurante Popular foi construído com quais recursos orçamentários?"	"A partir de parceria e recursos do Ministério da Cidadania"	"Checkbox"	"Informe quais foram as fontes de financiamento que viabilizaram a construção do Restaurante Popular."	"Se resposta 5, abrir 10.1.1"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.1"	"v9132_98"	"O Restaurante Popular foi construído com quais recursos orçamentários?"	"Outra forma de financiamento"	"Checkbox"	"Informe quais foram as fontes de financiamento que viabilizaram a construção do Restaurante Popular."	"Se resposta 5, abrir 10.1.1"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.1"	"v9132_99"	"O Restaurante Popular foi construído com quais recursos orçamentários?"	"Não Sabe"	"Checkbox"	"Informe quais foram as fontes de financiamento que viabilizaram a construção do Restaurante Popular."	"Se resposta 5, abrir 10.1.1"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.1.1"	"v9133"	"Com qual outro recurso foi construído o Restaurante Popular?"	"Somente texto"	"Somente texto"	"Apresentar o outro recurso, diferente dos listados na questão 10.9, com o qual o restaurante popular foi construído."	""	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.2"	"v9117"	"Qual o regime de gestão (provisão do serviço ou natureza jurídica) utilizado no restaurante popular?"	"Direta ou Semidireta ou Indireta ou Outra ou Não sabe"	"Radio"	"Selecione a opção que informa qual é o regime de gestão do Restaurante Popular."	""	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.3"	"v9118"	"Há recursos para gestão, custeio ou manutenção do restaurante popular, previstos no orçamento municipal em 2022?"	"Sim ou Não ou Não sabe"	"Radio"	"Indicar se há ou não recursos para gestão, custeio ou manutenção do restaurante popular, previstos no orçamento municipal em 2014. ###  ### - Gestão, Custeio e Manutenção do Restaurante Popular: ### A gestão, custeio e manutenção de restaurantes populares que recebem recursos da União para implantação, modernização e/ou qualificação, são de responsabilidade do Município. Essa entidade Jurídica é responsável pela garantia de dotação orçamentária específica para custeio das atividades e para manutenção dos equipamentos e estrutura física dos restaurantes populares; pelo registro de dados e informações; pelas informações prestadas; pelo subsídio total ou parcial das refeições dos restaurantes populares; pela comunicação de irregularidades ao MDS e outros órgãos na execução dos programas; pelo apoio, fomento e realização de estudos e pesquisas; e pela garantia da aplicação das normas da legislação sanitária vigente e pertinente, visando a qualidade dos serviços prestados."	"Se resposta 1, responder variável 9119"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.3.1"	"v9119"	"Quanto de recursos foi previsto no orçamento municipal de 2022?"	"Moeda"	"Moeda"	"Apresentar a quantia em recursos financeiros prevista no orçamento municipal de 2014 para os Restaurantes Populares do município."	""	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.4"	"v9123"	"Qual o CUSTO MÉDIO para o preparo de UMA REFEIÇÃO servida no horário do almoço NO ÚLTIMO MÊS?"	"Moeda"	"Moeda"	"Apresentar o custo médio da refeição fornecida pelo restaurante popular no horário do almoço."	""	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.5"	"v9120"	"O município subsidia o custo das refeições no horário de almoço no restaurante popular?"	"Sim, totalmente ou Sim, parcialmente ou Não subsidia ou Não sabe"	"Radio"	"Indicar se o município subsidia totalmente, parcialmente, ou não o custo das refeições no horário de almoço no restaurante popular. ###  ### - Subsídio Municipal do Custo das Refeições de Restaurantes Populares: ### Ajuda ou auxilio econômico extraordinário (concedido pelo governo municipal) com o objetivo ou missão de fomentar a produção de refeições a preços acessíveis, sem visar lucro financeiro, de forma a "garantir aos trabalhadores urbanos e à população em situação de vulnerabilidade social o Direito Humano à Alimentação Adequada" (1). O subsídio das refeições, total ou parcial, é de responsabilidade do Município convenente. ###  ###  ### Referência Bibliográfica: ### (1) - Ministério do Desenvolvimento Social e Combate à Fome - MDS. Restaurantes Populares. Disponível em: http://mds.gov.br/segurancaalimentar/equipamentos/restaurantespopulares"	"Se resposta 1 ou 2, abrir 10.5.1"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.5.1"	"v9943"	"Qual o VALOR MÉDIO do subsídio para UMA REFEIÇÃO servida NO HORÁRIO DO ALMOÇO?"	"Moeda"	"Moeda"	"Informe o valor médio do subsídio que o município garante para s refeições no horário do almoço."	""	"2"	""	""	""	""
"1637"	"3.4.2"	"2.6"	"v9122"	"Qual o VALOR MÉDIO cobrado por UMA REFEIÇÃO no HORÁRIO DO ALMOÇO no ÚLTIMO MÊS?"	"Moeda"	"Moeda"	"Informe o valor médio cobrado por uma refeição no horário do almoço no último mês. ###  ### - Custo de Refeições Produzidas por Restaurantes Populares: ### Os Restaurantes Populares caracterizam-se pela oferta de refeições a preços acessíveis, com subsídio do poder público, sem visar lucro financeiro."	""	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.7"	"v9121"	"Quantas pessoas são atendidas EM MÉDIA no HORÁRIO DO ALMOÇO no Restaurante Popular?"	"Moeda"	"Moeda"	"Informe a quantidade média de pessoas atendidas no Restaurante Popular com refeições no horário do almoço. ###  ### - Expectativa Mínima de Produção de Refeições para Restaurantes Populares: ### A produção mínima esperada para Restaurantes Populares é de mil refeições diárias, no horário do almoço, por, no mínimo, cinco dias por semana" (1, pp. 7), "em municípios com mais de 100 (cem) mil habitantes" (2); sempre respeitando as características culturais e hábitos alimentares da região. ###  ###  ### Referências Bibliográficas ### (1) Ministério do Desenvolvimento Social e Combate à Fome - MDS. Restaurantes Populares - Roteiro de Implantação 2007. Disponível em: http://www.mds.gov.br/segurancaalimentar/equipamentos/restaurantespopulares                                                                           ### (2) - Brasil Sem Miséria. Plano Brasil Sem Miséria. Segurança Alimentar. Disponível em: http://www.brasilsemmiseria.gov.br/acesso-servicos/seguranca-alimentar"	""	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.8"	"v9124"	"O Restaurante Popular tem preços diferenciados nas refeições para algum grupo social?"	"Sim ou Não ou Não sabe"	"Radio"	"Informe se as refeições ofertadas pelo Restaurante Popular têm preços diferenciados para alguns grupos sociais específicos. ###  ### - Grupos Sociais Acolhidos pelo Programa de Restaurantes Populares: ### Os Grupos Sociais acolhidos pelo programa de Restaurantes populares são: trabalhadores de baixa renda, formais e/ou informais; idosos; desempregados; estudantes; e população em situação de risco ou vulnerabilidade alimentar e nutricional (1). ###  ###  ### Referência Bibliográfica ### (1)- Ministério de Desenvolvimento Social e Combate à Fome - MDS. Restaurantes Populares - Roteiro de Implantação 2007. Disponível em: http://www.mds.gov.br/segurancaalimentar/equipamentos/restaurantespopulares"	"Se a resposta for “sim”, responder variável 9125"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.8.1"	"v9125_1"	"Para quais grupos sociais há preços diferenciados nas refeições servidas no restaurante popular?"	"Crianças"	"Checkbox"	"Indicar se há preços diferenciados nas refeições servidas no Restaurante Popular.  ### Identifique para quais grupos sociais o Restaurante Popular garante preços diferenciados:  idosos; famílias inscritas no CadÚnico; famílias beneficiárias do Programa Bolsa Família; pessoas em situação de rua; pessoas desempregadas; servidores públicos; indígenas, quilombolas e outros representantes de povos e comunidades tradicionais; ou outros grupos sociais. ###  ### - Cadastro Único para Programas Sociais do Governo Federal (CadÚnico): ### É um  sistema informatizado que consolida os dados coletados de famílias beneficiárias de programas sociais do Governo Federal. Caracteriza-se por ser um "instrumento que identifica e caracteriza as famílias de baixa renda, entendidas como aquelas que têm: renda mensal de até meio salário mínimo por pessoa; ou renda mensal total de até três salários mínimos. Permite conhecer a realidade socioeconômica dessas famílias, trazendo informações de todo o núcleo familiar, das características do domicílio, das formas de acesso a serviços públicos essenciais e, também, dados de cada um dos componentes da família. (...) Famílias com renda superior a meio salário mínimo também podem ser cadastradas, desde que sua inserção esteja vinculada à inclusão e/ou permanência em programas sociais implementados pelo poder público nas três esferas do Governo" (1). ###  ### - Programa Bolsa Família: ### "É um programa de transferência direta de renda que beneficia famílias em situação de pobreza e de extrema pobreza em todo o país". "Tem como foco de atuação os  milhões de brasileiros com renda familiar per capita inferior a R$ 70 mensais e está baseado na garantia de renda, inclusão produtiva e no acesso aos serviços públicos". "Possui três eixos principais: a) a transferência de renda promove o alívio imediato da pobreza; b) as condicionalidades reforçam o acesso a direitos sociais básicos nas áreas de educação, saúde e assistência social; e c) as ações e programas complementares objetivam o desenvolvimento das famílias, de modo que os beneficiários consigam superar a situação de vulnerabilidade". "A seleção das famílias para o Bolsa Família é feita com base nas informações registradas pelo município no Cadastro Único para Programas Sociais do Governo Federal" (2). ###   ### - Quilombolas - Remanescentes de Quilombos: ### Comunidades regionais constituídas por descendentes de refugiados do regime escravocrata do Brasil colônia (3).  ###  ### - Povos e Comunidades Tradicionais ### Grupos culturalmente diferenciados e que se reconhecem como tais, que possuem formas próprias de organização social, que ocupam e usam territórios e recursos naturais como condição para sua reprodução cultural, social, religiosa, ancestral e econômica, utilizando conhecimentos, inovações e práticas gerados e transmitidos pela tradição. No Brasil, dentre os "povos" destacam-se os indígenas, os quilombolas, os caboclos, os pomeranos (povo de origem eslava ocidental das  tribos dos Wendes) dentre outros. Dentre as comunidades tradicionais do Brasil, destacam-se faxinalenses, povos de cultura cigana, povos indígenas, quilombolas, catadoras de mangaba, quebradeiras de coco-de-babaçu, povos de terreiro ou de matriz africana, comunidades tradicionais pantaneiras, pescadores, caiçaras, extrativistas, pomeranos, retireiros do Araguaia e comunidades de fundo de pasto (3). ###  ###  ### Referências Bibliográficas ### (1) - Ministério do Desenvolvimento Social e Combate à Fome - MDS. Bolsa Família. Cadastro Único. Disponível em: http://www.mds.gov.br/bolsafamilia/cadastrounico ### (2) - Ministério do Desenvolvimento Social e Combate à Fome - MDS. Bolsa Família. Disponível em: http://www.mds.gov.br/bolsafamilia ### (3) - Ministério da Saúde. Comunidades Tradicionais e Quilombolas. Disponível em: http://www.saude.rs.gov.br/upload/1337786300_Comunidades%20Tradicionais-%20Quilombolas-%20por%20Regi%c3%b5es.pdf"	"Se resposta 9, abrir variável 9126"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.8.1"	"v9125_2"	"Para quais grupos sociais há preços diferenciados nas refeições servidas no restaurante popular?"	"Idosos"	"Checkbox"	"Indicar se há preços diferenciados nas refeições servidas no Restaurante Popular.  ### Identifique para quais grupos sociais o Restaurante Popular garante preços diferenciados:  idosos; famílias inscritas no CadÚnico; famílias beneficiárias do Programa Bolsa Família; pessoas em situação de rua; pessoas desempregadas; servidores públicos; indígenas, quilombolas e outros representantes de povos e comunidades tradicionais; ou outros grupos sociais. ###  ### - Cadastro Único para Programas Sociais do Governo Federal (CadÚnico): ### É um  sistema informatizado que consolida os dados coletados de famílias beneficiárias de programas sociais do Governo Federal. Caracteriza-se por ser um "instrumento que identifica e caracteriza as famílias de baixa renda, entendidas como aquelas que têm: renda mensal de até meio salário mínimo por pessoa; ou renda mensal total de até três salários mínimos. Permite conhecer a realidade socioeconômica dessas famílias, trazendo informações de todo o núcleo familiar, das características do domicílio, das formas de acesso a serviços públicos essenciais e, também, dados de cada um dos componentes da família. (...) Famílias com renda superior a meio salário mínimo também podem ser cadastradas, desde que sua inserção esteja vinculada à inclusão e/ou permanência em programas sociais implementados pelo poder público nas três esferas do Governo" (1). ###  ### - Programa Bolsa Família: ### "É um programa de transferência direta de renda que beneficia famílias em situação de pobreza e de extrema pobreza em todo o país". "Tem como foco de atuação os  milhões de brasileiros com renda familiar per capita inferior a R$ 70 mensais e está baseado na garantia de renda, inclusão produtiva e no acesso aos serviços públicos". "Possui três eixos principais: a) a transferência de renda promove o alívio imediato da pobreza; b) as condicionalidades reforçam o acesso a direitos sociais básicos nas áreas de educação, saúde e assistência social; e c) as ações e programas complementares objetivam o desenvolvimento das famílias, de modo que os beneficiários consigam superar a situação de vulnerabilidade". "A seleção das famílias para o Bolsa Família é feita com base nas informações registradas pelo município no Cadastro Único para Programas Sociais do Governo Federal" (2). ###   ### - Quilombolas - Remanescentes de Quilombos: ### Comunidades regionais constituídas por descendentes de refugiados do regime escravocrata do Brasil colônia (3).  ###  ### - Povos e Comunidades Tradicionais ### Grupos culturalmente diferenciados e que se reconhecem como tais, que possuem formas próprias de organização social, que ocupam e usam territórios e recursos naturais como condição para sua reprodução cultural, social, religiosa, ancestral e econômica, utilizando conhecimentos, inovações e práticas gerados e transmitidos pela tradição. No Brasil, dentre os "povos" destacam-se os indígenas, os quilombolas, os caboclos, os pomeranos (povo de origem eslava ocidental das  tribos dos Wendes) dentre outros. Dentre as comunidades tradicionais do Brasil, destacam-se faxinalenses, povos de cultura cigana, povos indígenas, quilombolas, catadoras de mangaba, quebradeiras de coco-de-babaçu, povos de terreiro ou de matriz africana, comunidades tradicionais pantaneiras, pescadores, caiçaras, extrativistas, pomeranos, retireiros do Araguaia e comunidades de fundo de pasto (3). ###  ###  ### Referências Bibliográficas ### (1) - Ministério do Desenvolvimento Social e Combate à Fome - MDS. Bolsa Família. Cadastro Único. Disponível em: http://www.mds.gov.br/bolsafamilia/cadastrounico ### (2) - Ministério do Desenvolvimento Social e Combate à Fome - MDS. Bolsa Família. Disponível em: http://www.mds.gov.br/bolsafamilia ### (3) - Ministério da Saúde. Comunidades Tradicionais e Quilombolas. Disponível em: http://www.saude.rs.gov.br/upload/1337786300_Comunidades%20Tradicionais-%20Quilombolas-%20por%20Regi%c3%b5es.pdf"	"Se resposta 9, abrir variável 9126"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.8.1"	"v9125_3"	"Para quais grupos sociais há preços diferenciados nas refeições servidas no restaurante popular?"	"Famílias Inscritas no CadÚnico"	"Checkbox"	"Indicar se há preços diferenciados nas refeições servidas no Restaurante Popular.  ### Identifique para quais grupos sociais o Restaurante Popular garante preços diferenciados:  idosos; famílias inscritas no CadÚnico; famílias beneficiárias do Programa Bolsa Família; pessoas em situação de rua; pessoas desempregadas; servidores públicos; indígenas, quilombolas e outros representantes de povos e comunidades tradicionais; ou outros grupos sociais. ###  ### - Cadastro Único para Programas Sociais do Governo Federal (CadÚnico): ### É um  sistema informatizado que consolida os dados coletados de famílias beneficiárias de programas sociais do Governo Federal. Caracteriza-se por ser um "instrumento que identifica e caracteriza as famílias de baixa renda, entendidas como aquelas que têm: renda mensal de até meio salário mínimo por pessoa; ou renda mensal total de até três salários mínimos. Permite conhecer a realidade socioeconômica dessas famílias, trazendo informações de todo o núcleo familiar, das características do domicílio, das formas de acesso a serviços públicos essenciais e, também, dados de cada um dos componentes da família. (...) Famílias com renda superior a meio salário mínimo também podem ser cadastradas, desde que sua inserção esteja vinculada à inclusão e/ou permanência em programas sociais implementados pelo poder público nas três esferas do Governo" (1). ###  ### - Programa Bolsa Família: ### "É um programa de transferência direta de renda que beneficia famílias em situação de pobreza e de extrema pobreza em todo o país". "Tem como foco de atuação os  milhões de brasileiros com renda familiar per capita inferior a R$ 70 mensais e está baseado na garantia de renda, inclusão produtiva e no acesso aos serviços públicos". "Possui três eixos principais: a) a transferência de renda promove o alívio imediato da pobreza; b) as condicionalidades reforçam o acesso a direitos sociais básicos nas áreas de educação, saúde e assistência social; e c) as ações e programas complementares objetivam o desenvolvimento das famílias, de modo que os beneficiários consigam superar a situação de vulnerabilidade". "A seleção das famílias para o Bolsa Família é feita com base nas informações registradas pelo município no Cadastro Único para Programas Sociais do Governo Federal" (2). ###   ### - Quilombolas - Remanescentes de Quilombos: ### Comunidades regionais constituídas por descendentes de refugiados do regime escravocrata do Brasil colônia (3).  ###  ### - Povos e Comunidades Tradicionais ### Grupos culturalmente diferenciados e que se reconhecem como tais, que possuem formas próprias de organização social, que ocupam e usam territórios e recursos naturais como condição para sua reprodução cultural, social, religiosa, ancestral e econômica, utilizando conhecimentos, inovações e práticas gerados e transmitidos pela tradição. No Brasil, dentre os "povos" destacam-se os indígenas, os quilombolas, os caboclos, os pomeranos (povo de origem eslava ocidental das  tribos dos Wendes) dentre outros. Dentre as comunidades tradicionais do Brasil, destacam-se faxinalenses, povos de cultura cigana, povos indígenas, quilombolas, catadoras de mangaba, quebradeiras de coco-de-babaçu, povos de terreiro ou de matriz africana, comunidades tradicionais pantaneiras, pescadores, caiçaras, extrativistas, pomeranos, retireiros do Araguaia e comunidades de fundo de pasto (3). ###  ###  ### Referências Bibliográficas ### (1) - Ministério do Desenvolvimento Social e Combate à Fome - MDS. Bolsa Família. Cadastro Único. Disponível em: http://www.mds.gov.br/bolsafamilia/cadastrounico ### (2) - Ministério do Desenvolvimento Social e Combate à Fome - MDS. Bolsa Família. Disponível em: http://www.mds.gov.br/bolsafamilia ### (3) - Ministério da Saúde. Comunidades Tradicionais e Quilombolas. Disponível em: http://www.saude.rs.gov.br/upload/1337786300_Comunidades%20Tradicionais-%20Quilombolas-%20por%20Regi%c3%b5es.pdf"	"Se resposta 9, abrir variável 9126"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
"1637"	"3.4.2"	"2.8.1"	"v9125_4"	"Para quais grupos sociais há preços diferenciados nas refeições servidas no restaurante popular?"	"Famílias Beneficiárias do Programa  Bolsa Família"	"Checkbox"	"Indicar se há preços diferenciados nas refeições servidas no Restaurante Popular.  ### Identifique para quais grupos sociais o Restaurante Popular garante preços diferenciados:  idosos; famílias inscritas no CadÚnico; famílias beneficiárias do Programa Bolsa Família; pessoas em situação de rua; pessoas desempregadas; servidores públicos; indígenas, quilombolas e outros representantes de povos e comunidades tradicionais; ou outros grupos sociais. ###  ### - Cadastro Único para Programas Sociais do Governo Federal (CadÚnico): ### É um  sistema informatizado que consolida os dados coletados de famílias beneficiárias de programas sociais do Governo Federal. Caracteriza-se por ser um "instrumento que identifica e caracteriza as famílias de baixa renda, entendidas como aquelas que têm: renda mensal de até meio salário mínimo por pessoa; ou renda mensal total de até três salários mínimos. Permite conhecer a realidade socioeconômica dessas famílias, trazendo informações de todo o núcleo familiar, das características do domicílio, das formas de acesso a serviços públicos essenciais e, também, dados de cada um dos componentes da família. (...) Famílias com renda superior a meio salário mínimo também podem ser cadastradas, desde que sua inserção esteja vinculada à inclusão e/ou permanência em programas sociais implementados pelo poder público nas três esferas do Governo" (1). ###  ### - Programa Bolsa Família: ### "É um programa de transferência direta de renda que beneficia famílias em situação de pobreza e de extrema pobreza em todo o país". "Tem como foco de atuação os  milhões de brasileiros com renda familiar per capita inferior a R$ 70 mensais e está baseado na garantia de renda, inclusão produtiva e no acesso aos serviços públicos". "Possui três eixos principais: a) a transferência de renda promove o alívio imediato da pobreza; b) as condicionalidades reforçam o acesso a direitos sociais básicos nas áreas de educação, saúde e assistência social; e c) as ações e programas complementares objetivam o desenvolvimento das famílias, de modo que os beneficiários consigam superar a situação de vulnerabilidade". "A seleção das famílias para o Bolsa Família é feita com base nas informações registradas pelo município no Cadastro Único para Programas Sociais do Governo Federal" (2). ###   ### - Quilombolas - Remanescentes de Quilombos: ### Comunidades regionais constituídas por descendentes de refugiados do regime escravocrata do Brasil colônia (3).  ###  ### - Povos e Comunidades Tradicionais ### Grupos culturalmente diferenciados e que se reconhecem como tais, que possuem formas próprias de organização social, que ocupam e usam territórios e recursos naturais como condição para sua reprodução cultural, social, religiosa, ancestral e econômica, utilizando conhecimentos, inovações e práticas gerados e transmitidos pela tradição. No Brasil, dentre os "povos" destacam-se os indígenas, os quilombolas, os caboclos, os pomeranos (povo de origem eslava ocidental das  tribos dos Wendes) dentre outros. Dentre as comunidades tradicionais do Brasil, destacam-se faxinalenses, povos de cultura cigana, povos indígenas, quilombolas, catadoras de mangaba, quebradeiras de coco-de-babaçu, povos de terreiro ou de matriz africana, comunidades tradicionais pantaneiras, pescadores, caiçaras, extrativistas, pomeranos, retireiros do Araguaia e comunidades de fundo de pasto (3). ###  ###  ### Referências Bibliográficas ### (1) - Ministério do Desenvolvimento Social e Combate à Fome - MDS. Bolsa Família. Cadastro Único. Disponível em: http://www.mds.gov.br/bolsafamilia/cadastrounico ### (2) - Ministério do Desenvolvimento Social e Combate à Fome - MDS. Bolsa Família. Disponível em: http://www.mds.gov.br/bolsafamilia ### (3) - Ministério da Saúde. Comunidades Tradicionais e Quilombolas. Disponível em: http://www.saude.rs.gov.br/upload/1337786300_Comunidades%20Tradicionais-%20Quilombolas-%20por%20Regi%c3%b5es.pdf"	"Se resposta 9, abrir variável 9126"	"2"	""	"Gestão, Sisan, Equipamentos Públicos de SAN, restaurante popular"	""	""
