"fonte"	"formulario"	"numero_label"	"variavel"	"idV"	"resposta"	"tipo_questao"	"descricao"	"obsV"	"numero_pagina"	"limite_caracteres"	"palavras_chave"	"respostas_ilimitadas"	"texto_orientacao"
"1631"	"1.1"	"4"	"v13808"	"Escolaridade do responsável pelas informações fornecidas na pesquisa:"	"Ensino fundamental completo ou Ensino médio completo ou Graduação tecnológica completa ou Graduação (licenciatura ou bacharelado) completa ou Especialização completa ou Mestrado completo ou Doutorad"	"Radio"	""	""	"1"	""	""	""	""
"1631"	"1.1"	"5"	"v13809"	"Há quanto tempo atua na gestão pública municipal?"	"Há menos de 1 ano ou Entre 1 a 2 anos ou Entre 3 a 4 anos ou Entre 5 a 7 anos ou Há mais de 8 anos ou Não atua na gestão pública municipal (presta serviços especializados à gestão pública)"	"Radio"	""	""	"1"	""	""	""	""
"1631"	"1.1"	"5.1"	"v13810"	"Há quanto tempo atua na gestão pública municipal no âmbito da Segurança Alimentar e Nutricional (SAN)?"	"Há menos de 1 ano ou Entre 1 e 2 anos ou Entre 3 e 4 anos ou Entre 5 e 7 anos ou Há mais de 8 anos ou Não atua no âmbito da SAN na gestão municipal"	"Radio"	""	""	"1"	""	""	""	""
"1631"	"1.1"	"6"	"v9844"	"Nome do(a) gestor(a) responsável pela Secretaria Municipal ou outro órgão:"	"Somente texto"	"Somente texto"	"Nome completo do(a) gestor(a) responsável administrativamente pelo órgão informado na questão 1."	""	"1"	""	""	""	""
"1631"	"1.1"	"7"	"v13736"	"Cargo/Função do responsável pela Secretaria Municipal ou outro órgão:"	"Somente texto"	"Somente texto"	""	""	"1"	""	""	""	""
"1631"	"1.1"	"8"	"v8961"	"Rua/Avenida/Logradouro"	"Campo aberto"	"Campo aberto"	"Rua, avenida ou logradouro do(a) órgão ao qual o gestor(a) ou técnico(a) responsável pelo preenchimento do MapaSAN 2021 está vinculado."	""	"1"	""	"Identificação"	""	""
"1631"	"1.1"	"9"	"v8962"	"Número"	"Apenas número"	"Apenas número"	"Número do(a) órgão ao qual o gestor(a) ou técnico(a) responsável pelo preenchimento do MapaSAN está vinculado."	""	"1"	"10"	"Identificação"	""	""
"1631"	"1.1"	"10"	"v8963"	"Complemento"	"Campo aberto"	"Campo aberto"	"Complemento do(a) órgão ao qual o gestor(a) ou técnico(a) responsável pelo preenchimento do MapaSAN está vinculado."	""	"1"	""	"Identificação"	""	""
"1631"	"1.1"	"11"	"v8964"	"Bairro"	"Campo aberto"	"Campo aberto"	"Bairro do(a) órgão ao qual o gestor(a) ou técnico(a) responsável pelo preenchimento do MapaSAN está vinculado."	""	"1"	""	"Identificação"	""	""
"1631"	"1.1"	"12"	"v8965"	"Município"	"Somente texto"	"Somente texto"	"O município deve aparecer automaticamente neste campo, de acordo com o cadastro efetuado previamente. O sistema carrega esta informação automaticamente."	"* Preenchimento automático de acordo com a município cujo respondente está cadastrado."	"1"	""	"Identificação"	""	""
"1631"	"1.1"	"13"	"v8966"	"UF"	"AC ou AL ou AM ou AP ou BA ou CE ou DF ou ES ou GO ou MA ou MG ou MS ou MT ou PA ou PB ou PE ou PI ou PR ou RJ ou RN ou RO ou RR ou RS ou SC ou SE ou SP ou TO"	"Combo box"	"O estado deve aparecer automaticamente neste campo, de acordo com o cadastro efetuado previamente. O sistema carrega esta informação automaticamente."	"Seleção automática, de acordo com a cadastro prévio do respondente(usuário) responsável pelo preenchimento do questionário."	"1"	""	"Identificação"	""	""
"1631"	"1.1"	"14"	"v8967"	"E-mail"	"E-mail"	"E-mail"	"Endereço de e-mail do(a) gestor(a) ou técnico(a) responsável pelo preenchimento do MapaSAN."	""	"1"	"50"	"Identificação"	""	""
"1631"	"1.1"	"15"	"v8968"	"Telefone 1 (com DDD)"	"Telefone"	"Telefone"	"Telefone de trabalho do(a) gestor(a) ou técnico(a) responsável pelo preenchimento."	""	"1"	""	"Identificação"	""	""
"1631"	"1.1"	"16"	"v9845"	"Telefone 2 (com DDD)"	"Telefone"	"Telefone"	"Telefone de trabalho (pode ser celular ou outro) do(a) gestor(a) ou técnico(a) responsável pelo preenchimento."	""	"1"	""	"Identificação"	""	""
"1631"	"1.1"	"17"	"v13816"	"Como tomou conhecimento do MapaSAN 2022?"	"Somente texto"	"Somente texto"	""	""	"1"	""	""	""	""
"1631"	"1.1"	"18"	"v13817"	"Você já participou do MapaSAN como respondente do município em alguma edição anterior da pesquisa?"	"Sim, participei como respondente pelo município somente do MapaSAN 2014 ou Sim, participei como respondente pelo município do MapaSAN 2015 ou Sim, participei de duas edições do MapaSAN (2014 e 2015) como respondente ou Sim, participei de duas edições do MapaSAN (2014 e 2018) como respondente ou Sim, participei de duas edições do MapaSAN (2015 e 2018) como respondente ou Sim, participei das três edições do MapaSAN (2014, 2015 e 2018) como respondente ou Sim, participei como respondente pelo município do MAPASAN 2018 ou O município participou do MapaSAN em uma ou mais edições anteriores, mas outra pessoa foi responsável pelo preenchimento do questionário ou O município não participou do MapaSAN em nenhuma das edições anteriores da pesquisa"	"Radio"	""	""	"1"	""	""	""	""
"1631"	"1.1"	""	"usuario"	"CPF do usuário que preencheu o formulário"	"CPF"	"CPF"	"CPF do usuário que preencheu o formulário"	""	""	""	""	""	""
"1631"	"1.1"	""	"data_hora_preenchimento"	"Data e hora que o formulário foi salvo"	"Data"	"Data"	"Data e hora que o formulário foi salvo"	""	""	""	""	""	""
"1631"	"1.1"	""	"data_hora_extracao"	"Data e hora da geração do relatório"	"Data"	"Data"	"Data e hora da geração do relatório"	""	""	""	""	""	""
 
